STRATEGY,SAZONALITY,TICKER,ARIMA_RMSE,XGBOOST_RMSE,PREDICTED_M1_RMSE,PREDICTED_M2_RMSE,BEST_CHOOSE_RMSE
S2,Mensal,OUFF11,0.090854,0.032095,0.032095,0.032095,0.032095
S2,Mensal,OUJP11,0.050885,0.014893,0.014893,0.014893,0.014893
S2,Mensal,OURE11,0.028961,0.00932,0.00932,0.00932,0.00932
S2,Mensal,PATC11,0.071302,0.027338,0.027338,0.027338,0.027338
S2,Mensal,PATL11,0.053556,0.060263,0.060263,0.053556,0.053556
S2,Mensal,PLCR11,0.049201,0.027053,0.027053,0.027053,0.027053
S2,Mensal,PLOG11,0.048718,0.084,0.084,0.048718,0.048718
S2,Mensal,PLRI11,0.058188,0.04785,0.058188,0.04785,0.04785
S2,Mensal,PORD11,0.024362,0.01456,0.01456,0.024362,0.01456
S2,Mensal,PQAG11,0.044624,0.012782,0.044624,0.012782,0.012782
S2,Mensal,QAMI11,0.044311,0.00768,0.00768,0.044311,0.00768
S2,Mensal,RBED11,0.035069,0.099804,0.035069,0.035069,0.035069
S2,Mensal,RBFF11,0.042062,0.037023,0.037023,0.037023,0.037023
S2,Mensal,RBHY11,0.024279,0.018109,0.024279,0.024279,0.018109
S2,Mensal,RBRD11,0.112348,0.058478,0.058478,0.058478,0.058478
S2,Mensal,RBRF11,0.06087,0.043424,0.043424,0.06087,0.043424
S2,Mensal,RBRL11,0.085848,0.072378,0.072378,0.072378,0.072378
S2,Mensal,RBRP11,0.031651,0.11794,0.11794,0.11794,0.031651
S2,Mensal,RBRR11,0.026889,0.02895,0.026889,0.02895,0.026889
S2,Mensal,RBRS11,0.041828,0.058893,0.058893,0.058893,0.041828
S2,Mensal,RBRY11,0.02408,0.024284,0.024284,0.024284,0.02408
S2,Mensal,RBVA11,0.027677,0.056858,0.056858,0.027677,0.027677
S2,Mensal,RCRB11,0.060043,0.057393,0.057393,0.060043,0.057393
S2,Mensal,RDPD11,0.153743,0.108477,0.153743,0.108477,0.108477
S2,Mensal,RECR11,0.041251,0.028299,0.028299,0.028299,0.028299
S2,Mensal,RECT11,0.087547,0.063696,0.063696,0.063696,0.063696
S2,Mensal,RECX11,0.056283,0.092779,0.092779,0.092779,0.056283
S2,Mensal,RELG11,0.060177,0.054231,0.054231,0.060177,0.054231
S2,Mensal,RFOF11,0.048121,0.033396,0.048121,0.048121,0.033396
S2,Mensal,RNGO11,0.040395,0.113774,0.113774,0.113774,0.040395
S2,Mensal,RRCI11,0.038093,0.025015,0.025015,0.038093,0.025015
S2,Mensal,RVBI11,0.060742,0.024806,0.024806,0.024806,0.024806
S2,Mensal,RZAK11,0.064742,0.024562,0.024562,0.064742,0.024562
S2,Mensal,RZTR11,0.036539,0.017442,0.017442,0.036539,0.017442
S2,Mensal,SADI11,0.057901,0.007358,0.007358,0.007358,0.007358
S2,Mensal,SARE11,0.08679,0.082028,0.082028,0.082028,0.082028
S2,Mensal,SDIL11,0.040237,0.049411,0.049411,0.049411,0.040237
S2,Mensal,SEQR11,0.040241,0.029083,0.029083,0.029083,0.029083
S2,Mensal,SPTW11,0.145183,0.034834,0.034834,0.034834,0.034834
S2,Mensal,TEPP11,0.059491,0.066322,0.059491,0.066322,0.059491
S2,Mensal,TGAR11,0.035958,0.02411,0.02411,0.035958,0.02411
S2,Mensal,TRNT11,0.090701,0.04215,0.04215,0.04215,0.04215
S2,Mensal,TRXF11,0.026726,0.03296,0.026726,0.026726,0.026726
S2,Mensal,URPR11,0.062898,0.044119,0.044119,0.044119,0.044119
S2,Mensal,VCJR11,0.028649,0.044588,0.044588,0.044588,0.028649
S2,Mensal,VGHF11,0.023933,0.021528,0.021528,0.023933,0.021528
S2,Mensal,VGIP11,0.025876,0.023366,0.023366,0.025876,0.023366
S2,Mensal,VGIR11,0.042462,0.016918,0.016918,0.016918,0.016918
S2,Mensal,VIFI11,0.045997,0.060161,0.060161,0.060161,0.045997
S2,Mensal,VILG11,0.061274,0.033912,0.033912,0.061274,0.033912
S2,Mensal,VINO11,0.025542,0.08517,0.08517,0.08517,0.025542
S2,Mensal,VISC11,0.039256,0.022639,0.022639,0.022639,0.022639
S2,Mensal,VLOL11,0.033134,0.017484,0.033134,0.017484,0.017484
S2,Mensal,VOTS11,0.026825,0.056587,0.056587,0.056587,0.026825
S2,Mensal,VRTA11,0.026308,0.011859,0.011859,0.026308,0.011859
S2,Mensal,VSHO11,0.070781,0.032998,0.070781,0.070781,0.032998
S2,Mensal,VSLH11,0.043303,0.022751,0.022751,0.022751,0.022751
S2,Mensal,VTLT11,0.049064,0.037464,0.037464,0.037464,0.037464
S2,Mensal,XPCI11,0.032797,0.043754,0.043754,0.043754,0.032797
S2,Mensal,XPCM11,0.138645,0.136718,0.138645,0.138645,0.136718
S2,Mensal,XPIN11,0.063519,0.13648,0.063519,0.13648,0.063519
S2,Mensal,XPLG11,0.063285,0.048236,0.063285,0.063285,0.048236
S2,Mensal,XPML11,0.034447,0.05998,0.034447,0.05998,0.034447
S2,Mensal,XPPR11,0.087348,0.060703,0.060703,0.087348,0.060703
S2,Mensal,XPSF11,0.051282,0.078239,0.078239,0.078239,0.051282
S2,Semestral,AFHI11,0.122753,0.084028,0.084028,0.084028,0.084028
S2,Semestral,AIEC11,0.101072,0.033882,0.033882,0.033882,0.033882
S2,Semestral,ALZR11,0.103264,0.129692,0.129692,0.129692,0.103264
S2,Semestral,ARCT11,0.232027,0.134306,0.134306,0.134306,0.134306
S2,Semestral,ARRI11,0.150047,0.169442,0.169442,0.169442,0.150047
S2,Semestral,BARI11,0.044939,0.029515,0.029515,0.029515,0.029515
S2,Semestral,BBFI11B,0.136044,0.101386,0.101386,0.101386,0.101386
S2,Semestral,BBFO11,0.111674,0.091877,0.091877,0.091877,0.091877
S2,Semestral,BBPO11,0.194212,0.113342,0.113342,0.113342,0.113342
S2,Semestral,BBRC11,0.139271,0.064773,0.064773,0.064773,0.064773
S2,Semestral,BCFF11,0.131332,0.120289,0.120289,0.120289,0.120289
S2,Semestral,BCIA11,0.117095,0.126757,0.126757,0.126757,0.117095
S2,Semestral,BCRI11,0.052982,0.024536,0.024536,0.024536,0.024536
S2,Semestral,BICR11,0.089867,0.073705,0.073705,0.073705,0.073705
S2,Semestral,BLMR11,0.152658,0.073454,0.073454,0.073454,0.073454
S2,Semestral,BMLC11,0.163886,0.08437,0.08437,0.08437,0.08437
S2,Semestral,BNFS11,0.039669,0.01719,0.01719,0.01719,0.01719
S2,Semestral,BPFF11,0.100955,0.074317,0.074317,0.074317,0.074317
S2,Semestral,BRCO11,0.110059,0.032697,0.032697,0.032697,0.032697
S2,Semestral,BREV11,0.16004,0.130209,0.130209,0.130209,0.130209
S2,Semestral,BTAL11,0.100491,0.03478,0.03478,0.03478,0.03478
S2,Semestral,BTLG11,0.053501,0.02684,0.02684,0.02684,0.02684
S2,Semestral,CBOP11,0.08317,0.065224,0.065224,0.065224,0.065224
S2,Semestral,CEOC11,0.107908,0.023652,0.023652,0.023652,0.023652
S2,Semestral,CNES11,0.14662,0.138838,0.138838,0.138838,0.138838
S2,Semestral,CPFF11,0.151587,0.055647,0.055647,0.055647,0.055647
S2,Semestral,CPTS11,0.033527,0.009838,0.009838,0.009838,0.009838
S2,Semestral,CRFF11,0.075879,0.050204,0.050204,0.050204,0.050204
S2,Semestral,CVBI11,0.061441,0.020608,0.020608,0.020608,0.020608
S2,Semestral,CXCO11,0.12722,0.05017,0.05017,0.05017,0.05017
S2,Semestral,CXRI11,0.188003,0.109603,0.109603,0.109603,0.109603
S2,Semestral,DEVA11,0.08886,0.028907,0.028907,0.028907,0.028907
S2,Semestral,DRIT11B,0.274585,0.078769,0.078769,0.078769,0.078769
S2,Semestral,EDFO11B,0.082662,0.045729,0.045729,0.045729,0.045729
S2,Semestral,EDGA11,0.095697,0.021287,0.095697,0.021287,0.021287
S2,Semestral,EURO11,0.098476,0.064215,0.064215,0.064215,0.064215
S2,Semestral,FAED11,0.153767,0.066441,0.066441,0.066441,0.066441
S2,Semestral,FATN11,0.044651,0.024669,0.024669,0.024669,0.024669
S2,Semestral,FCFL11,0.093476,0.077007,0.077007,0.077007,0.077007
S2,Semestral,FEXC11,0.081035,0.084224,0.084224,0.084224,0.081035
S2,Semestral,FIGS11,0.074475,0.010114,0.010114,0.010114,0.010114
S2,Semestral,FIIP11B,0.082256,0.007057,0.007057,0.007057,0.007057
S2,Semestral,FLCR11,0.020627,0.026196,0.020627,0.026196,0.020627
S2,Semestral,FLMA11,0.178741,0.06909,0.06909,0.06909,0.06909
S2,Semestral,FPAB11,0.173505,0.050327,0.050327,0.050327,0.050327
S2,Semestral,GALG11,0.06952,0.028772,0.028772,0.028772,0.028772
S2,Semestral,GCFF11,0.170259,0.062982,0.062982,0.062982,0.062982
S2,Semestral,GGRC11,0.114881,0.062483,0.062483,0.062483,0.062483
S2,Semestral,GTWR11,0.200179,0.094593,0.094593,0.094593,0.094593
S2,Semestral,HAAA11,0.858454,0.944172,0.858454,0.944172,0.858454
S2,Semestral,HABT11,0.080788,0.068405,0.068405,0.068405,0.068405
S2,Semestral,HBRH11,0.239691,0.084891,0.084891,0.084891,0.084891
S2,Semestral,HCTR11,0.078389,0.054643,0.078389,0.078389,0.054643
S2,Semestral,HFOF11,0.127117,0.093149,0.093149,0.093149,0.093149
S2,Semestral,HGBS11,0.211194,0.110525,0.110525,0.110525,0.110525
S2,Semestral,HGCR11,0.027354,0.02601,0.02601,0.02601,0.02601
S2,Semestral,HGFF11,0.166544,0.145878,0.145878,0.145878,0.145878
S2,Semestral,HGLG11,0.06233,0.034316,0.034316,0.034316,0.034316
S2,Semestral,HGPO11,0.109976,0.090939,0.090939,0.090939,0.090939
S2,Semestral,HGRE11,0.254945,0.043484,0.043484,0.043484,0.043484
S2,Semestral,HGRU11,0.220308,0.088727,0.088727,0.088727,0.088727
S2,Semestral,HLOG11,0.185748,0.01522,0.01522,0.01522,0.01522
S2,Semestral,HOSI11,0.039762,0.034882,0.039762,0.039762,0.034882
S2,Semestral,HPDP11,0.058361,0.001107,0.001107,0.001107,0.001107
S2,Semestral,HREC11,0.043708,0.022261,0.022261,0.022261,0.022261
S2,Semestral,HSAF11,0.095148,0.043555,0.043555,0.043555,0.043555
S2,Semestral,HSLG11,0.194419,0.117531,0.117531,0.117531,0.117531
S2,Semestral,HSML11,0.180782,0.015774,0.015774,0.015774,0.015774
S2,Semestral,HUSC11,0.235192,0.099903,0.099903,0.099903,0.099903
S2,Semestral,IRDM11,0.153009,0.083799,0.083799,0.083799,0.083799
S2,Semestral,JFLL11,0.077118,0.107181,0.107181,0.107181,0.077118
S2,Semestral,JPPA11,0.074412,0.040098,0.040098,0.040098,0.040098
S2,Semestral,JSRE11,0.175148,0.109169,0.109169,0.109169,0.109169
S2,Semestral,KFOF11,0.187312,0.10536,0.10536,0.10536,0.10536
S2,Semestral,KNCR11,0.087122,0.05294,0.05294,0.05294,0.05294
S2,Semestral,KNHY11,0.023864,0.02487,0.023864,0.023864,0.023864
S2,Semestral,KNIP11,0.026227,0.026099,0.026099,0.026099,0.026099
S2,Semestral,KNRI11,0.090398,0.057936,0.057936,0.057936,0.057936
S2,Semestral,KNSC11,0.040545,0.043266,0.040545,0.040545,0.040545
S2,Semestral,LGCP11,0.122291,0.025702,0.025702,0.025702,0.025702
S2,Semestral,LUGG11,0.031804,0.060685,0.060685,0.060685,0.031804
S2,Semestral,MALL11,0.141748,0.025285,0.025285,0.025285,0.025285
S2,Semestral,MCCI11,0.055978,0.013659,0.013659,0.013659,0.013659
S2,Semestral,MFAI11,0.093317,0.09377,0.09377,0.09377,0.093317
S2,Semestral,MFII11,0.074698,0.039506,0.039506,0.074698,0.039506
S2,Semestral,MGCR11,0.093739,0.017549,0.017549,0.017549,0.017549
S2,Semestral,MGFF11,0.191916,0.030075,0.030075,0.030075,0.030075
S2,Semestral,MGHT11,0.125817,0.09065,0.09065,0.09065,0.09065
S2,Semestral,MORE11,0.170615,0.07456,0.07456,0.07456,0.07456
S2,Semestral,MXRF11,0.100365,0.02611,0.02611,0.02611,0.02611
S2,Semestral,NAVT11,0.176101,0.028996,0.028996,0.028996,0.028996
S2,Semestral,NEWL11,0.096036,0.076045,0.076045,0.076045,0.076045
S2,Semestral,NVHO11,0.188709,0.095104,0.095104,0.095104,0.095104
S2,Semestral,ONEF11,0.11396,0.005703,0.005703,0.005703,0.005703
S2,Semestral,OUFF11,0.070807,0.024979,0.024979,0.024979,0.024979
S2,Semestral,OUJP11,0.155543,0.06539,0.06539,0.06539,0.06539
S2,Semestral,OURE11,0.076825,0.036965,0.036965,0.036965,0.036965
S2,Semestral,PATC11,0.153483,0.006895,0.006895,0.006895,0.006895
S2,Semestral,PATL11,0.183427,0.080912,0.080912,0.080912,0.080912
S2,Semestral,PLCR11,0.055963,0.081005,0.081005,0.081005,0.055963
S2,Semestral,PLOG11,0.155384,0.067543,0.067543,0.067543,0.067543
S2,Semestral,PLRI11,0.1858,0.124968,0.124968,0.124968,0.124968
S2,Semestral,PORD11,0.035463,0.028641,0.028641,0.028641,0.028641
S2,Semestral,PQAG11,0.035427,0.037662,0.037662,0.037662,0.035427
S2,Semestral,QAMI11,0.071693,0.036009,0.036009,0.036009,0.036009
S2,Semestral,RBED11,0.140421,0.075141,0.075141,0.075141,0.075141
S2,Semestral,RBFF11,0.184639,0.035645,0.035645,0.035645,0.035645
S2,Semestral,RBRD11,0.179819,0.131658,0.131658,0.131658,0.131658
S2,Semestral,RBRF11,0.166262,0.012849,0.012849,0.012849,0.012849
S2,Semestral,RBRL11,0.097971,0.036705,0.036705,0.036705,0.036705
S2,Semestral,RBRP11,0.063576,0.063891,0.063891,0.063576,0.063576
S2,Semestral,RBRR11,0.081094,0.072561,0.072561,0.072561,0.072561
S2,Semestral,RBRS11,0.129711,0.025928,0.025928,0.025928,0.025928
S2,Semestral,RBRY11,0.066476,0.045093,0.045093,0.045093,0.045093
S2,Semestral,RBVA11,0.040892,0.045837,0.045837,0.045837,0.040892
S2,Semestral,RCRB11,0.148187,0.049172,0.049172,0.049172,0.049172
S2,Semestral,RDPD11,0.094859,0.110691,0.110691,0.110691,0.094859
S2,Semestral,RECR11,0.03788,0.022135,0.022135,0.022135,0.022135
S2,Semestral,RECT11,0.080464,0.010971,0.010971,0.010971,0.010971
S2,Semestral,RECX11,0.066049,0.014386,0.014386,0.014386,0.014386
S2,Semestral,RELG11,0.13703,0.00998,0.00998,0.00998,0.00998
S2,Semestral,RFOF11,0.095725,0.082081,0.082081,0.082081,0.082081
S2,Semestral,RNGO11,0.125594,0.153304,0.153304,0.153304,0.125594
S2,Semestral,RRCI11,0.139294,0.080509,0.080509,0.080509,0.080509
S2,Semestral,RVBI11,0.170083,0.036582,0.036582,0.036582,0.036582
S2,Semestral,RZAK11,0.199503,0.040595,0.040595,0.040595,0.040595
S2,Semestral,RZTR11,0.084481,0.022136,0.022136,0.022136,0.022136
S2,Semestral,SADI11,0.02797,0.024289,0.024289,0.024289,0.024289
S2,Semestral,SARE11,0.285091,0.018227,0.018227,0.018227,0.018227
S2,Semestral,SDIL11,0.103819,0.015677,0.015677,0.015677,0.015677
S2,Semestral,SEQR11,0.083061,0.097473,0.097473,0.097473,0.083061
S2,Semestral,SPTW11,0.152915,0.091215,0.091215,0.091215,0.091215
S2,Semestral,TEPP11,0.23811,0.050965,0.050965,0.050965,0.050965
S2,Semestral,TGAR11,0.127753,0.062817,0.062817,0.062817,0.062817
S2,Semestral,TRNT11,0.184456,0.081531,0.081531,0.081531,0.081531
S2,Semestral,TRXF11,0.099796,0.025665,0.025665,0.025665,0.025665
S2,Semestral,URPR11,0.049052,0.108866,0.108866,0.108866,0.049052
S2,Semestral,VCJR11,0.082977,0.041188,0.041188,0.041188,0.041188
S2,Semestral,VGHF11,0.060029,0.051539,0.051539,0.051539,0.051539
S2,Semestral,VGIP11,0.04939,0.01911,0.01911,0.01911,0.01911
S2,Semestral,VGIR11,0.064519,0.017816,0.017816,0.017816,0.017816
S2,Semestral,VIFI11,0.089252,0.050972,0.050972,0.050972,0.050972
S2,Semestral,VILG11,0.163646,0.080152,0.080152,0.080152,0.080152
S2,Semestral,VINO11,0.023402,0.15222,0.15222,0.15222,0.023402
S2,Semestral,VISC11,0.209152,0.042837,0.042837,0.042837,0.042837
S2,Semestral,VLOL11,0.056,0.023657,0.023657,0.023657,0.023657
S2,Semestral,VOTS11,0.051773,0.063987,0.063987,0.063987,0.051773
S2,Semestral,VRTA11,0.015973,0.024676,0.024676,0.024676,0.015973
S2,Semestral,VSHO11,0.068625,0.04777,0.04777,0.04777,0.04777
S2,Semestral,VTLT11,0.139631,0.025986,0.025986,0.025986,0.025986
S2,Semestral,XPCI11,0.064769,0.052646,0.052646,0.052646,0.052646
S2,Semestral,XPCM11,0.284063,0.002259,0.002259,0.002259,0.002259
S2,Semestral,XPIN11,0.135653,0.067067,0.067067,0.135653,0.067067
S2,Semestral,XPLG11,0.158967,0.036372,0.036372,0.036372,0.036372
S2,Semestral,XPML11,0.245085,0.07212,0.07212,0.07212,0.07212
S2,Semestral,XPPR11,0.18041,0.049002,0.049002,0.049002,0.049002
S2,Semestral,XPSF11,0.146428,0.069596,0.069596,0.069596,0.069596
